feature,target
3.745401188473625,18.28299829613403
9.50714306409916,37.67698602341533
7.319939418114051,30.80330951647018
5.986584841970366,21.977909117694495
1.5601864044243652,10.021308639810254
1.5599452033620265,11.174033354790586
0.5808361216819946,9.988714515370013
8.661761457749352,34.27962466557544
6.011150117432088,24.42203820522593
7.080725777960454,28.77902613569252
0.20584494295802447,7.551261535757234
9.699098521619943,39.60434704498917
8.324426408004218,33.075972020480684
2.1233911067827616,13.458403739966377
1.8182496720710062,11.558028950944601
1.8340450985343382,13.356447825935962
3.0424224295953772,14.244372315829116
5.247564316322379,22.711150813932786
4.319450186421157,19.333859346209735
2.9122914019804194,12.265990010667231
6.118528947223795,27.007091869412434
1.3949386065204183,10.404395667181243
2.9214464853521815,15.235289612017558
3.663618432936917,17.353490248528914
4.56069984217036,18.13170796349543
7.851759613930136,31.639868003224763
1.9967378215835974,11.303153342489052
5.142344384136116,21.39365080603317
5.924145688620425,25.411938486839468
0.46450412719997725,7.433866158828996
6.075448519014383,30.0364416189714
1.7052412368729153,11.317499954718881
0.6505159298527952,7.791906535930313
9.488855372533333,38.06210197233433
9.656320330745594,34.9595787270115
8.08397348116461,33.240879433177696
3.0461376917337066,15.781942340950026
0.9767211400638387,13.345008215194007
6.842330265121569,28.563433998363244
4.4015249373960135,21.008431965553275
1.2203823484477883,9.201914680156772
4.951769101112702,19.99383577865539
0.34388521115218396,8.489243868062685
9.093204020787821,38.330080138130924
2.587799816000169,15.639363250086685
6.62522284353982,26.369505042799894
3.1171107608941098,18.715476285001582
5.200680211778108,20.39867861563882
5.4671027934327965,25.30857396461533
1.8485445552552704,15.850817195013402
9.695846277645586,36.95438932149818
7.7513282336111455,30.997053358433465
9.394989415641891,38.081765684921905
8.948273504276488,35.31200595673531
5.978999788110851,22.825172396255713
9.218742350231167,37.40272417542114
0.884925020519195,5.972630144364972
1.959828624191452,12.806585045940446
0.45227288910538066,4.744106643401226
3.2533033076326436,19.486430386749333
3.8867728968948203,17.037198554459398
2.713490317738959,13.853093079675006
8.287375091519294,35.632847255056866
3.567533266935893,15.024637801407714
2.8093450968738076,15.287627708266585
5.426960831582485,26.608648419103552
1.4092422497476265,6.717381404994239
8.021969807540398,33.446162043456
0.7455064367977082,8.129038117288825
9.868869366005173,41.10468852457273
7.722447692966574,29.55466550362684
1.987156815341724,9.314135627527481
0.05522117123602399,6.2371572305598795
8.154614284548341,34.135119342385565
7.068573438476172,30.240992735358354
7.2900716804098735,31.208147300428507
7.712703466859457,30.634412690851118
0.7404465173409036,8.05607020501517
3.5846572854427263,18.132445445646905
1.1586905952512971,7.626714247326804
8.631034258755935,38.94016892793529
6.232981268275579,27.7631002807881
3.308980248526492,14.198823875437423
0.6355835028602363,8.537649477278485
3.109823217156622,13.935017919593534
3.2518332202674705,17.95558547842105
7.29606178338064,32.85340739984705
6.3755747135521315,25.673146860729037
8.872127425763265,37.97919824866007
4.722149251619493,22.353084234541225
1.195942459383017,10.82991892782954
7.13244787222995,33.75715351811272
7.607850486168974,31.136700469585673
5.612771975694963,23.13722958621739
7.70967179954561,30.20482243915859
4.937955963643907,20.651225302822798
5.227328293819941,23.141445609541588
4.275410183585496,20.646239592182525
0.2541912674409519,6.44305103470337
1.0789142699330445,10.430566442837703
